title,address,post_time,work_experience,education,salary,company,workTag,welfare,work_content
前端开发工程师,"成都 - 武侯区- 环球中心-W3区20楼8-1-2011
",2024/12/26,1-3年 ,本科,7k-10k,"

四川岚之云科技有限公司

","

","补充公积金,五险一金,专业培训","任职要求:
1. 熟练掌握 JavaScript、HTML5、CSS 等原生前端基础技术，熟悉相关规范。
2. 熟练掌握 React / Vue / Angular 等常用前端框架以及配套社区项目（redux / rxjs / …）。
3. 对前端工程化有一定理解，熟练掌握 Webpack / Grunt / Gulp 等构建工具的使用和配置。
4. 了解不同浏览器平台的特性，能够很好地解决兼容问题，具备良好的 UI 交互实现能力。
5.熟练使用至少一种AI辅助代码工具的能力。
6.具备基本的UI能力。
有以下经验的优先：
1. 有数据库相关开发使用经验。
2. 同时具备 PC/无线 端的开发能力，有成功的中大型 Web 产品、移动应用开发经验。
3. 有服务端（Node.js / Java / PHP / Python等）相关开发经验。
4. 有大数据处理（Hadoop / Hive / Spark / Impala等）相关开发经验。
5. 有机器学习/深度学习、自然语言处理等人工智能相关开发经验。
6. 有独立开源项目或参与过业界知名的开源项目。"
ETL工程师,"成都 - 武侯区- 东方希望天祥广场A座2102
",2025/2/12,1-3年 ,本科,8k-15k,"

上海喆塔信息科技有限公司

","

",发展前景佳、团队实力强、老板nice,"一、岗位职责
1.精通 ETL 开发工具（如 Informatica、DataStage 等），编写高效、稳定的 ETL 脚本，实现从数据源到数据仓库的数据抽取、转换和加载，保障数据的准确性、完整性和及时性。
2.设计和优化 ETL 流程，定期对 ETL 作业开展性能评估和调优，解决数据处理时的性能瓶颈问题。
3.参与数据仓库的日常维护和管理工作，监控 ETL 任务的执行状态，及时处理任务异常和错误，确保数据稳定流转。
与数据源提供方密切沟通，掌握数据结构和变化情况，及时调整 ETL 方案以适应数据源的变更。
4.制定并实施数据安全策略，保证数据在传输和存储过程中的安全性和保密性，遵循相关法规和企业内部的数据安全标准。
撰写详细的技术文档，包含 ETL 流程设计文档、数据字典、操作手册等，便于团队成员查阅和维护。
5.对新入职或经验较少的团队成员进行 ETL 开发技术的培训和指导，提升团队整体技术水平。
具备数仓设计经验，能够独立进行数据仓库架构规划，根据业务需求和6.数据特点设计合理的数据模型，包括维度建模和星型架构等，确保数据仓库能够高效支持数据分析和决策。
7.参与数仓的性能优化工作，结合数据量增长趋势和业务查询需求，对数据存储方式、索引策略等进行调整和优化，提升数仓的查询效率和整体性能。
二、任职要求
1.学历要求：本科及以上学历，计算机科学、数学、统计学、信息管理等相关专业优先。
2.行业经验：拥有 2 年以上智能制造行业工作经验，熟悉智能制造全流程，包括生产计划制定、生产过程监控、设备管理、质量管理等环节，能够深入理解业务需求并转化为数据处理方案。
3.数仓技术：熟练掌握大数据平台（如 Hive、Hadoop 生态系统），或拥有深厚的 Oracle 数据库开发经验，亦或是精通 Starrocks 数据库，可独立设计和构建数据仓库架构，完成数据建模与优化。
4.数据分析工具：熟悉帆软或 Spotfire 等数据分析工具，能够使用这些工具进行数据可视化展示，创建交互式报表和仪表盘，为业务决策提供有力的数据支持。
5.编程语言：熟练掌握至少一种编程语言，如 Python、Java 等，具备良好的编程习惯和代码规范，能够运用编程语言进行数据处理和算法实现。
6.数据质量：具备强烈的数据质量意识，能够制定和执行数据质量监控和管理策略，及时发现和解决数据质量问题，确保数据仓库中的数据可用、可信。"
BA顾问,"成都 - 武侯区- 东方希望天祥广场A座2102
",2025/2/12,1-3年 ,本科,15k-25k,"

上海喆塔信息科技有限公司

","

",方案,"岗位职责
1.深入与客户沟通，精准挖掘并梳理其在数据分析层面的需求，将客户复杂业务需求转化为清晰、可执行的数据分析方案。
2.运用帆软、Spotfire 等分析工具，为客户搭建直观、高效的数据可视化平台，通过交互式报表和仪表盘，助力客户深度洞察数据价值，为业务决策提供有力支持。
3.凭借在半导体行业或其他智能制造领域积累的经验，尤其是良率分析和提升方面的实战经验，为客户提供专业指导，助力客户优化生产流程，提升产品质量和生产效率。
4.与整合或工艺部门紧密协作，参与项目全流程，利用自身对智能制造流程的熟悉，协同团队解决数据分析过程中遇到的各类问题，推动项目顺利进行。
5.结合对算法应用的了解，探索将合适算法融入数据分析流程的可能性，提升数据分析的精准度和深度，为客户提供更具前瞻性的数据分析建议。
任职要求
1.学历背景：本科及以上学历，计算机科学、数学、统计学、信息管理等相关专业优先。
2.行业经验：拥有 2 年以上半导体行业或其他智能制造行业工作经验，熟悉智能制造全流程，包括生产计划制定、生产过程监控、设备管理、质量管理等关键环节。
3.数据分析能力：熟练掌握帆软、Spotfire 等数据分析工具中的一种，能够独立完成数据可视化展示和交互式报表创建；熟悉大数据平台（如 Hive、Hadoop 生态系统），或者Oracle 数据库开发经验，亦或是 Starrocks 数据库，能够理解并运用数仓技术辅助数据分析。
4.专业技能：对良率分析或良率提升有实际操作经验，了解一定的算法应用，能够将算法知识与实际业务相结合，为客户提供更具价值的分析服务。
5.沟通协作：具备出色的沟通能力和团队协作精神，能够与客户、整合或工艺部门以及公司内部团队进行高效沟通与协作，确保项目顺利推进。
6.学习能力：具备快速学习新知识和新技术的能力，能够紧跟行业发展趋势，不断提升自身专业技能和综合素质，以适应不断变化的业务需求。"
数据分析师,"成都 - 武侯区- 成都市高新区益州大道1999号17栋4楼1号
",2025/2/5,1-3年 ,本科,11k-19k,"

MU

","

贸易｜进出口 / 不需要融资 / 500-2000人

","住房补贴,免费班车,五险一金","工作职责：
1、负责运营日常数据的统计、监控,并进行量化分析;
2、对运营情况、异常数据进行评估与预测,并提出合理化建议; 
3、进行数据监测、数据分析、数据挖掘,总结规律,提出优化建议,做实时异常提醒;
4、协助上级构建运营数据分析体系,对运营数据进行整理、收集、建模等;

岗位要求：
1、本科以上学历，统计学、数学等理工科专业者；
 2、有1-3年互联网行业数据分析经验，熟练掌握SQL、HIVE以及EXCEL、PPT等，能独立处理数据、数据分析以及数据展示； 
3、有较强的数据洞察力、逻辑思维能力和分析总结能力；
4、有良好的团队沟通和团队写作能力、快速学习能力、积极主动有耐心；"
风控专家（成都/重庆） (MJ000800),"成都 - 高新区- 高新区交子大道333号中海国际E座1604
",17:22发布,5-10年 ,硕士,30k-45k,"

百融云创

","

科技金融,人工智能服务 / 上市公司 / 500-2000人

",发展空间大,"岗位职责： 
1、独立完成建模方案设计、模型开发及部署，运用各类算法开发包括营销响应、流失预警等营销模型及反欺诈规则、申请评分、额度模型、行为评分、催收评分等风险模型，并对现有模型进行优化完善； 
2、配合商务进行客户需求沟通、方案讲解及咨询支持，对客户提出的业务痛点提供有效的解决方案及量化的决策建议； 
3、充分了解客户业务端审批流程及风险表现，结合用户特征，制定或优化贷前、贷中及贷后风控策略；为客户提供用户分层筛选、差异化营销手段等策略建议； 
4、根据客户需求，独立带领项目成员进行咨询项目的实施，包括方案设计、项目计划安排、实施过程管理、项目质量把控、报告撰写及交付汇报； 
5、其他创新探索工作：深入挖掘用户行为序列数据，设计特征维度框架及指标体系结构，进行特征开发；探索如图算法等创新算法实践及应用，并进行充分工程验证后推广应用在已有业务中。 
 
 
岗位要求： 
1、硕士及以上学历，数学、统计学、计算机等相关专业优先；5年以上银行、持牌消金、头部互金、金融科技公司模型及策略相关工作经验； 
2、至少能熟练使用Python/Spark/R其中一种分析及建模工具，数据挖掘及建模经验丰富，能够有效利用LR、XGBoost、LightGBM等机器学习算法以及神经网络等深度学习算法构建特征与模型； 
3、对零售信贷市场、信贷产品形态有一定的认知度，对全生命周期风控管理流程有深刻的理解，并掌握各环节的风控要点及风控策略制定逻辑； 
4、具备独立思考的能力，逻辑严谨，对数据敏感，善于发现. 探索并解决问题，自我驱动力强； 
5、具备较强的抗压能力，踏实、勤奋、细心，愿意并乐于接受新尝试、新挑战，探索创新主动性强。"
广告算法专家（B2B电商平台方向）,"成都 - 双流区- 天府海创园一期四栋10楼
",2025/3/10,3-5年 ,本科,20k-40k,"

成都购商云汇信息技术股份有限公司

","

电商平台,内容社区 / 不需要融资 / 50-150人

","五险一金,定期体检,方案","岗位职责
1. 广告算法优化
 - 负责B2B电商平台的广告算法策略设计、模型开发及效果调优，提升广告点击率（CTR）、转化率（CVR）及广告主ROI； 
 - 优化广告竞价机制（如GSP、VCG）、预算分配、智能出价（oCPX）等核心模块； 
 - 构建用户行为预测模型，实现广告精准定向投放。 

2. 数据驱动分析
 - 基于平台广告主行为、采购商画像及交易数据，挖掘广告收入增长点； 
 - 设计A/B实验框架，分析算法策略对广告收入、用户体验的影响。 

3. 系统化落地 
 - 与技术团队协作，推动算法模型在分布式系统的高效部署； 
 - 解决广告冷启动、长尾流量利用等业务场景问题。 

4. 行业洞察 
 - 跟踪广告算法前沿技术（如强化学习、多任务学习），结合B2B行业特性提出创新方案。 

任职要求
1. 基础能力 
 - 计算机科学、统计学、应用数学等相关专业本科及以上学历； 
 - 3年以上广告算法/推荐系统经验，熟悉广告系统技术栈（DSP、SSP、RTB等）。 

2. 技术能力 
 - 精通机器学习（LR、GBDT、FM）、深度学习（Wide&Deep、DeepFM）及特征工程； 
 - 熟练使用TensorFlow/PyTorch，具备Spark/Flink大规模数据处理经验； 
 - 熟悉广告领域核心指标（eCPM、CPA、Fill Rate）及优化方法。 

3. 业务理解 
 - 对B2B商业逻辑敏感，能快速理解制造业客户需求（如供应链特征、采购决策链路）； 
 - 有电商平台、效果广告（SEM/信息流）经验者优先。 

4. 职业素质
 - 具备跨团队沟通能力，能将技术方案转化为业务价值； 
 - 逻辑清晰，能通过数据归因定位复杂问题。 

5，加分项 
- 熟悉B2B场景下的商品知识图谱构建； 
- 有广告拍卖机制设计或动态定价实战经验。"
数据工程师,"成都 - 金牛区- 朝阳朗香广场6楼
",2025/1/25,3-5年 ,本科,7k-10k,"

中可四川

","

新零售 / 不需要融资 / 500-2000人

","五险一金,定期体检,餐饮补贴","岗位职责：
1、了解大数据技术体系，如Hadoop、Spark等，并具备一定的数据可视化能力；
2、协助业务部门高效协同，共同推进数据分析项目的实施。熟练使用eclipse，myeclipse，idea，mysql，等相关开发工具，具备良好的编程能力，能够编写数据分析脚本和程序；
3、从海量数据中提炼关键信息，发现数据背后的规律和趋势；
4、可视化设计：根据数据的特性和分析目的，选择合适的图表类型（如条形图、折线图、散点图、饼图等）和视觉元素（如颜色、形状、标签等）来设计可视化作品。

岗位要求：
1、本科及以上学历，1-3年以上的数据分析工作经验，熟悉业务场景，能够独立完成数据分析报告和数据建模；
2、有更丰富的行业经验，3年以上数据分析或相关领域的工作经验者优先；
3、熟练掌握统计学、概率论等相关理论知识，熟练掌握各种数据可视化工具（如Tableau、Power BI、D3.js、Echarts等）和编程语言（如Python的Matplotlib、Seaborn等库）。"
java中/高级工程师,"成都 - 武侯区- 四川大学国家大学科技园
",2025/1/10,3-5年 ,本科,8k-15k,"

绵阳城市学院

","

教育｜培训 / 不需要融资 / 2000人以上

","五险一金,绩效奖金,定期体检","工作地点在成都。
岗位职责：
1.参与项目需求分析、系统设计，根据设计文档进行数据结构、框架、组件和程序的开发工作。
2.负责公司项目的开发，进行技术攻关与调研，完成复杂的高并发系统的技术选型和架构设计。参与代码设计、编写、测试、审核，按时交付高质量的代码和产品。
3.具备良好的沟通能力和团队协作能力，能够与其他部门有效沟通，按时完成项目开发任务。能协同解决产品开发、上线中遇到的各种问题。
4.持续优化并改善现有产品的性能和用户体验，解决技术问题和故障，并及时进行修复和优化。
5.编写相关技术文档，如设计文档、接口文档等，确保项目的可维护性和可扩展性。
6.研究和评估新技术，将其应用到项目中，提高系统的性能和稳定性。
任职要求：
1.计算机相关本科专业以上，3-5年以上JAVA产品开发经验，深刻理解掌握JavaEE系统架构、Spring等相关技术，深入了解JVM机制；
2.熟悉主流开源框架，SpringCloud、SpringBoot、Spring、MyBatis等；
3. 熟悉Mysql/oracle等常用数据库,具备SQL调优能力,熟悉Linux常用操作；
4.熟练掌握分布式存储（数据库）/分布式缓存/负载均衡/Docker容器等技术；
5.深刻理解分布式、主从式、搜索引擎、缓存等有关技术，精通Redis、ElasticSearch等；
6.有hadoop/spark/flink/kafka/es等大数据组件相关使用经验优先；
7.有良好的沟通能力、协作精神、团队意识以及开放性思维，能承担工作中的压力；
8.有数字孪生、数据中台、大数据分析处理等相关工作经验优先，有中医医疗、金融、教育行业相关工作经验优先。"
数据分析师,"成都 - 双流区- 兴隆湖湿地公园科学城北路东段1818号天府数智产业园1号楼17层
",2025/2/7,3-5年 ,本科,6k-8k,"

兴合田

","

专业服务｜咨询,营销服务｜咨询 / 不需要融资 / 50-150人

","五险一金,绩效奖金,定期体检","【岗位职责】
1.跟进参与业务实施过程，负责相关数据统计搜集挖掘，根据实际分析需求，完成相关数据清洗、数据建模与验算等工作；
2.立足业务发展视角，构建和优化数据分析模型，对业务经营做深入专项分析（业务、产品等关键业务路径），为业务策略、产品方向、资源调配等提供可落地的决策支撑；
3.按要求完成数据分析报告、建模报告、数据报表等；
4.参与项目成果汇编，对相关结果进行解读和汇报。
【任职要求】
1.本科及以上学历，统计学类专业优先、应用数学类、信息与计算科学等相关专业；
2.3年以上数据处理和分析经验，熟悉常用数据统计和分析方法，具备系统的数据分析与数据建模理论知识，掌握回归分析、聚类、分类算法；
3.能独立完成从数据提取到模型构建，部门沟通到输出相应分析报告；
4.熟练使用数据分析工具和软件，能够高效处理大量数据，独立撰写和陈述数据分析报告；
5.熟悉SQL，Excel函数/透视表，熟悉其他数据工具如Python、MATLAB、Power BI、SPSS、SAS、Tableau、R、Hadoop、Spark，Deepseek、OpenAI ChatGpt大模型应用或本地部署等优先。"
高级Java开发工程师,"成都 - 郫都区- 康强三路777号
",2025/2/27,5-10年 ,本科,10k-20k,"

成都大公博创信息技术有限公司

","

","五险一金,周末双休,年终奖金","岗位职责：
1.负责无线电监测测向软件的后端架构设计与核心功能开发，构建高并发、高可靠性的数据处理平台；
2.主导海量实时数据的采集、存储与分析，优化信号处理算法与数据管道的性能，确保低延迟、高吞吐量的数据处理能力；
3.设计与实现高效的API接口，支持前端复杂数据可视化、实时频谱分析及地理信息（GIS）数据交互；
4.负责分布式系统的开发与优化，包括数据分片、负载均衡、容错机制等，保障系统的高可用性与可扩展性；
5.与设备服务团队协作，实现设备数据的高效采集与实时传输，支持多协议通信（如TCP/UDP、MQTT等）；
6.推动后端技术栈的持续优化，探索高性能计算（HPC）、边缘计算等技术在无线电监测领域的应用；
7.编写高质量技术文档，主导代码评审与性能调优，确保系统可维护性与安全性。

任职要求：
1本科及以上学历，计算机相关专业，5年以上后端开发经验，具备中大型分布式系统设计经验；
2精通Java语言，熟悉Spring Boot/Django/Gin等主流框架；
3熟练掌握分布式系统设计，熟悉微服务架构（如Spring Cloud、gRPC）、消息队列（如Kafka、RabbitMQ）及缓存技术（如Redis、Memcached）；
4精通数据库设计与优化，熟悉关系型数据库（如MySQL、PostgreSQL）及NoSQL数据库（如MongoDB、Cassandra）；
5熟悉实时数据处理技术，如流式计算（Flink、Spark Streaming）及时间序列数据库（如InfluxDB、TimescaleDB）；
6.具备以下条件优先考虑：
①有无线电通信、频谱监测、军工软件等领域开发经验；
②熟悉高性能计算（HPC）、边缘计算或GPU加速计算；
③具备容器化（Docker、Kubernetes）及DevOps实践经验；
④了解前端技术栈（如React、Vue），可协同优化前后端交互；
⑤熟悉Linux内核优化及网络协议栈调优。"
数据开发工程师,"成都 - 高新区- 吉泰五路88号香年广场T2楼1206号（天府三街地铁站）
",2024/3/23,1-3年 ,本科,7k-14k,"

微银合创

","

数据服务｜咨询 / 不需要融资 / 15-50人

",周末双休 五险一金 年度体检 年度旅游,"技能要求：
Java，IMPALA，Python，DB2，Oracle，MySQL
职位描述：
1、基于公司大数据平台，设计大数据相关项目的技术方案；
2、负责数据调研、数据接入、数据建模、数据清洗、数据映射、数据可视化等工作；
3、负责对数据进行分析，为项目组提供大数据技术指导及分析手段支撑，BI报表输出；
4、负责大数据平台的性能监控和持续优化；
5、针对需求提供大数据分析技术解决方案；
任职要求：
1、本科及以上学历，1-3年以上工作经验，活跃、严谨的思维，理解能力强，交流沟通无障碍；
2、熟练使用数仓、大数据工具，熟练使用SQL，熟悉Python或Java；
3、熟悉oracle，db2，hive, spark, impala, kylin, ETL等技术，能独立承担报表设计和开发工作；
4、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
5、丰富的BI指标体系建设经验；"
高级java开发工程师,"成都 - 高新区- 德必
",2025/3/14,5-10年 ,本科,15k-30k,"

柏美智慧科技（上海）股份有限公司

","

能源｜矿产｜环保 / 不需要融资 / 150-500人

",智慧环保前景广 个人职业发展优,"岗位职责： 

1、进行平台架构组件设计及开发 

2、协助及支撑开发人员分析解决疑难问题 

3、汇总分析系统运行发生的运维事件，提出后端程序框架层面的改进任务 

4、评估中间件运行和数据传输效率，针对堵点和缺陷提出改善措施 

5、协助产品及创新部门进行新技术新模式技术POC 

6、分析开发团队程序代码质量及开发效率，研究改进效率的工具或措施 

7、分析公有云平台资源占用及消耗数据，研究降本增效措施 

8、自主化技术研究，跟踪学习研究行业技术动态 

 
任职要求： 

1、5年以上JAVA程序设计开发经验，有独立进行服务模块/后端组件开发的经历 

2、具有大型复杂系统或互联网平台系统项目设计开发经验 

3、有分布式大数据应用开发经验 

4、熟练掌握Java编程及主流中间件(Redis/MQ/Kafka/Flink等）应用开发; 

5、有MySQL、PosgreSQL、Hadoop/HBase、MongoDB等开源数据库应用经验； 

6、有强烈的创新精神以及良好的交流与表达能力 

7、活跃参与开源社区，有独立或合作作品经验优先 

8、**本科及以上学历，计算机相关专业"
java开发工程师,"成都 - 武侯区- 天府大道北段
",2025/3/9,1-3年 ,本科,8k-14k,"

成都艺触百绘科技有限公司

","

","方案,餐补,生日福利","工作内容：
1、参与软件部项目需求分析工作，完成产品的完整功能设计与开发；
2、参与公司项目代码开发工作，能够独立完成相关测试与部署工作；
3、与UI团队紧密合作，将设计转化为交互页面，良好兼容各种主流分辨率，浏览器和硬件设备 (ios)
4、参与部门相关的文档资料编写、整理，包括ppt、技术方案等；
5、及时向上级反馈开发过程中的遇到的技术或者需求相关问题；

岗位要求：
1、计算机相关专业本科及以上学历（学历为学信网可查），2年及以上开发经验；
2、精通Java语言和 JavaEE体系结构，熟悉Java网络编程，熟悉vue;
3、熟练使用hadoop/hbase数据库集群服务；
4、熟悉使用kafka消息总线技术；
5、精通HTML5，CSS3 及网页开发、浏览器兼容；
6、精通JavaScript，对JavaScript面向对象程序设计有深刻的认识并有实际项目经验；
7、了解图表插件开发，有three.js,Cesium等相关 Webgl项目开发经验，有Electron开发经验者优先；
8、了解Ajax、DOM、JSON等相关技术，使用原生JS编程；
具有良好的沟通能力，分析和解决问题的能力，具备良好的团队合作精神。

工作时间：周一至周五，8：30-17：30.双休；
福利待遇：五险一金、餐补、带薪年假、年终奖金、工龄补贴、员工体检、不定期团建活动、节假日礼品或礼金、生日福利等"
联络中心-JAVA（架构/核心开发）,"成都 - 武侯区- 天府二街368号绿地之窗
",2024/12/30,10年以上 ,本科,30k-50k,"

马上消费

","

科技金融 / 不需要融资 / 2000人以上

",急招,"1、参与公司全媒体智能联络中心平台及产品建设

2、根据公司规范与流程，独立完成功能模块设计、编码和自测质量保障

3、独立解决项目和迭代工作中遇到的困难问题




职位要求：

1.计算机、通信、软件工程相关专业，5年以上工作经验?2.精通常见设计模式和Java周边组件技术，熟悉面向对象的编程思想，具备扎实的计算机、数据结构等基础知识，熟悉常见的设计模式?3.具有4年以上分布式应用开发经验，能充分考量服务边界设计，对消息处理时序有方法论，对分布式事务、分布式锁有长时间使用经验?4.具有独立分析和解决复杂技术问题能力?5.熟悉规则引擎、熟悉全媒体联络中心或呼叫中心(了解sip、webrtc)、智能语音对话机器人、低代码流程设计器、人工智能工程化实践经验者优先?6.熟悉redis、kafka、MySQL、ES、Hbase、Flink、docker等中间件中的至少5个者优先"
DBA数据库工程师,"成都 - 武侯区- 汇顶科技大厦
",2025/3/3,3-5年 ,本科,12k-18k,"

陕西海韵风能源科技有限公司

","

其他 / 不需要融资 / 50-150人

","五险一金,绩效奖金,定期体检","岗位职责：
1、负责交付项目数据库日常维护工作，包括：安装，巡检，故障处理，性能优化；
2、负责线上数据库高并发、高可用架构方案设计实施运维；
3、负责数据库应用对接开发支持，指导开发人员进行数据库对象设计；
4、负责线上数据库备份、归档、扩容、监控、告警、灾备等管理工作；
5、负责线上数据库性能优化、sql review、疑难问题定位诊断等工作；
5、负责新数据库技术探索并形成有效生产力；
6、负责数据仓库搭建，维护，ETL开发，形成数仓管理使用标准文档。

业务技能要求：
1.3年以上大规模数据库(关系型，时序型数据库)管理维护经验
2.熟练使用各数据库相关高可用技术方案(HA)、数据库集群等相关技术；
3.熟悉 MySQL 常见存储引擎，尤其 InnoDB 体系架构以及优化方案；
4.熟悉 MySQL 数据库复制技术，异步,半同步,GR, Galera Cluster 基本原理；
5.精通高并发场景下数据库运维管理、性能优化及疑难问题诊断；
6.熟悉Linux操作系统，能够熟练使用SQL、shell，python等编程语言；
7.熟悉常用的PostgreSQL或MySQL高可用架构运维管理；
8.熟悉AWS云端环境
9.具备团队合作精神，较强的分析和解决问题的能力，以及良好的沟通协调能力；
加分项：
1.具备TiDB、HBASE、达梦、人大金仓等信创数据库运维管理经验"
技术总监,"成都 - 武侯区- 葛洲坝建筑科技(成都)有限公司
",2025/2/17,5-10年 ,本科,30k-35k,"

葛洲坝建筑科技（成都）有限公司

","

房地产｜建筑｜物业 / 不需要融资 / 500-2000人

","绩效奖金,定期体检,周末双休","岗位职责：
1、团队管理：团队组建、运作、绩效、文化等日常团队管理，提升团队整体的能力和绩效。
2、专业技能：5年以上JAVA开发经验，精通微服务架构，DDD领域设计模型，熟练掌握服务器端应用架构、数据库、缓存等解决方案；具备大型互联网产品研发经验者优先。
3、技术要求：参与系统核心模块和复杂模块的编码，解决开发过程中的技术瓶颈和技术难点；
4、AI规划：AI开发相关技术规划、技术能力地图、专利和知识产权等计划和执行。负责研究和解决在AI应用开发中遇到的挑战和问题。
职位要求：
1、框架和技术：熟练掌握Spring、SpringBoot、SpringCloud、MyBatis等开源框架及其相关技术体系，具备Web应用性能优化经验和疑难问题的调试能力。数据库：熟练使用MySQL、PostgreSQL等关系型数据库，具备必要的SQL优化能力，对数据库内部机制有一定的了解。分布式系统：具备分布式系统开发、设计经验，熟悉常用的分布式框架和消息中间件，如Netty、Kafka、Redis、Zookeeper等。
2、精通Hadoop、hive、hbase、Kafka、spark、flink生态体系及相关技术框架，有丰富的分布式计算、大数据处理、数据平台和数据仓库建设经验；
3、熟练掌握深度学习模型的设计、训练和调优，理解常见的神经网络架构和算法。熟悉LangChain等开发框架及SFT/RAG/Embedding等技术，了解Agent，有大模型部署及调优经验。
4、具备AI相关的技术和知识背景，具有从头开始构建或运行、训练、评估大模型的经验，熟悉业界常用AI开发环境和框架。
5.具体一级建造师、工程师等中级职称人员优先。"
应用开发高级工程师,"成都 - 青白江区- 华鼎国联四川电池有限公司
",2025/2/8,5-10年 ,本科,15k-25k,"

华鼎国联四川动力电池有限公司

","

新能源汽车制造 / 不需要融资 / 500-2000人

","五险一金,绩效奖金,方案","岗位职责：
主要内容：应用软件系统的架构设计与代码编写；运维迭代现有的应用软件系统；协助上级进行日常管理，并带领团队持续攻坚难点、痛点。
1、主导软件项目的架构设计与需求分析，能够提供技术难题的解决方案；
2、负责应用系统的核心模块设计、开发和运维工作；
3、负责应用系统的高可用、高性能、高并发和鲁棒性；
4、负责应用系统的性能优化、BUG排查、缺陷修复，确保系统的稳定运行；
5、制定软件的开发标准和流程，推动团队的开发效率和软件质量提升；
6、协助上级进行技术规划和决策，为应用系统的开发方向提供有力支持；
7、指导初级工程师，进行技术培训和知识分享；
8、负责应用系统的安全设计和实施，保障系统的信息安全；
9、深入了解公司各部门的业务需求，确保应用系统的易用性；
10、参加公司相关评审会议，和公司培训课程；
11、设计开发培训课程，以及分享项目所需要的技术。

任职要求：
1、本科及以上学历，计算机、数学、软件工程、信息化相关专业；
2、5年以上软件开发经验；2年以上制造行业软件开发经验；
3、熟知数据分析、数据清洗、数据治理的方法；
4、掌握MySQL、Redis、Hbase的底层原理，熟知它们的应用场景；
5、掌握Maven、Git、FTP等项目工具；
6、熟知Linux、Docker常用命令，并有项目使用经验；
7、工作积极主动，有责任心，具有良好的团队精神；
8、对技术有不懈的追求，喜欢研究开源代码；
9、有扎实的Java基础，多线程、高并发开发经验；
10、深入理解JDK的运行原理，熟知Spring、SpringBoot、MyBatis、RPC等常用框架。"
java中级开发工程师,"成都 - 双流区- 成都市航空港珠江路空港国际城7栋1单元11楼
",2023/8/2,3-5年 ,本科,7k-12k,"

成都淞幸科技

","

软件服务｜咨询 / 未融资 / 150-500人

",五险一金带薪年假年终奖金职位晋升,"岗位职责： 
1.根据产品需求完成网站/系统的开发或研发任务； 
2.对自身开发的模块代码质量、稳定性负责； 
3.完成项目经理、上级领导分配的工作任务。 
 
岗位要求： 
1.大学本科及以上学历，计算机、软件工程相关专业，2年及以上开发经验； 
2.掌握Spring Boot、Spring MVC、MyBatis等常用开发框架，对SpringCloud有使用经验的优先； 
3.熟练掌握Java语言，有不少于2个完整软件项目开发实施经验，有比较扎实的基础； 
4.熟练使用Mysql、Oracle等关系型数据库，熟悉数据库设计，能对Sql进行优化； 
5.熟悉并掌握常用的数据结构和算法，能熟练使用linux命令，能编写shell脚本； 
6.了解基本的前端知识(HTML5、CSS3、JS)，对React、VUE有一定使用经验的优先； 
7.了解大数据相关技术如Hadoop、HBase、Hive、ElasticSearch、Spark、Flink等技术者优先 
8.思路清晰，具有良好的编程习惯，善于学习； 
9.性格积极乐观，具备强烈的进取心、求知欲及团队合作精神。 
"
售后工程师,"成都 - 成华区 - 五桂桥- 邛崃山路333号(成都东客站地铁站东出口旁)成都东站（居家办公+西藏驻场运维）
",2024/5/22,3-5年 ,本科,5k-8k,"

SHKTIT

","

数据服务｜咨询,IT技术服务｜咨询 / 未融资 / 50-150人

",驻场运维,"1、负责项目的日常管理，对所负责的工程建设进度、质量、成本、安全负责。?

2、负责项目工程具体实施工作，解决系统调试中出现的难题。?

3、负责编写工程项目文档，包括工程实施方案、项目进度计划、项目成本估算、项目变更文件、到货清单、验收报告等，同时负责工程项目文档的收集、整理、存档工作。?

4、负责协调工程项目实施业主、监理等各方关系，保证工程项目的顺利实施和验收。?




任职要求：

1、良好的语言表达及沟通能力。

2、通信、计算机、自动化、机电一体化等相关专业本科及以上学历优先。

3、熟悉Linux操作系统，具有3年以上实际使用经验。?

4、熟悉了解关系型及非关系型数据库知识，如oracle、mysql、elasticsearch、hbase其中一种。

5、熟练应用配置相关中间件如nginx、tomcat等，了解如kafka、memcache等mq消息队列。?

6、了解网络原理、TCP/IP?协议、VLAN等，了解交换与路由的基本知识。?

7、本工作需驻场在西藏拉萨客户现场，有一定工作抗压能力。"
